download_id,download_date,source_id,source_name,provider,source_url_or_endpoint,raw_file_path,file_format,parameters,http_status,content_type,file_size_bytes,file_hash,notes
72d6ba05-fe99-4c14-9409-6767bb06ef36,2026-07-14T08:44:44.007227+00:00,ine_eotr_demand_province,Viajeros y pernoctaciones por provincias,Instituto Nacional de Estadística,https://www.ine.es/jaxiT3/files/t/csv_bdsc/2073.csv,data/raw/ine_ocupacion_rural/20260714T084442Z_ine_2073_demand_province.csv,csv,"{""download_scope"": ""complete_table"", ""language"": ""es"", ""separator"": ""semicolon"", ""table_id"": 2073}",200,text/plain;charset=ISO-8859-15,3252461,39131dec216c6f81ceb679e3391aeaa8c19747a93691a901734200d8f3f457d8,Fichero raw descargado sin transformaciones desde la distribución CSV oficial del INE.
