Provincias con mayor número de pernoctaciones;Establecimientos y personal empleado (plazas);Periodo;Total
50 Zaragoza;Grado de ocupación por plazas;2024M05;19,33
50 Zaragoza;Grado de ocupación por plazas;2024M04;16,98
50 Zaragoza;Grado de ocupación por plazas;2024M03;20,5
50 Zaragoza;Grado de ocupación por plazas;2024M02;14,57
50 Zaragoza;Grado de ocupación por plazas;2024M01;11,37
50 Zaragoza;Grado de ocupación por plazas;2023M12;26,1
50 Zaragoza;Grado de ocupación por plazas;2023M11;15,94
50 Zaragoza;Grado de ocupación por plazas;2023M10;20,66
50 Zaragoza;Grado de ocupación por plazas;2023M09;19,37
50 Zaragoza;Grado de ocupación por plazas;2023M08;29,11
50 Zaragoza;Grado de ocupación por plazas;2023M07;20,89
50 Zaragoza;Grado de ocupación por plazas;2023M06;16,3
50 Zaragoza;Grado de ocupación por plazas;2023M05;16,11
50 Zaragoza;Grado de ocupación por plazas;2023M04;25,55
50 Zaragoza;Grado de ocupación por plazas;2023M03;16,05
50 Zaragoza;Grado de ocupación por plazas;2023M02;13,66
50 Zaragoza;Grado de ocupación por plazas;2023M01;9,6
50 Zaragoza;Grado de ocupación por plazas;2022M12;21,55
50 Zaragoza;Grado de ocupación por plazas;2022M11;12,95
50 Zaragoza;Grado de ocupación por plazas;2022M10;19,87
50 Zaragoza;Grado de ocupación por plazas;2022M09;17,72
50 Zaragoza;Grado de ocupación por plazas;2022M08;30,47
50 Zaragoza;Grado de ocupación por plazas;2022M07;24,76
50 Zaragoza;Grado de ocupación por plazas;2022M06;18,77
50 Zaragoza;Grado de ocupación por plazas;2022M05;15,79
50 Zaragoza;Grado de ocupación por plazas;2022M04;22,85
50 Zaragoza;Grado de ocupación por plazas;2022M03;13,45
50 Zaragoza;Grado de ocupación por plazas;2022M02;12,95
50 Zaragoza;Grado de ocupación por plazas;2022M01;9,6
50 Zaragoza;Grado de ocupación por plazas;2021M12;20,46
50 Zaragoza;Grado de ocupación por plazas;2021M11;16,26
50 Zaragoza;Grado de ocupación por plazas;2021M10;24,37
50 Zaragoza;Grado de ocupación por plazas;2021M09;19,16
50 Zaragoza;Grado de ocupación por plazas;2021M08;35,03
50 Zaragoza;Grado de ocupación por plazas;2021M07;24,84
50 Zaragoza;Grado de ocupación por plazas;2021M06;16,15
50 Zaragoza;Grado de ocupación por plazas;2021M05;11,01
50 Zaragoza;Grado de ocupación por plazas;2021M04;10,29
50 Zaragoza;Grado de ocupación por plazas;2021M03;8,85
50 Zaragoza;Grado de ocupación por plazas;2021M02;5,8
50 Zaragoza;Grado de ocupación por plazas;2021M01;3,7
50 Zaragoza;Grado de ocupación por plazas;2020M12;9,71
50 Zaragoza;Grado de ocupación por plazas;2020M11;7,33
50 Zaragoza;Grado de ocupación por plazas;2020M10;16,67
50 Zaragoza;Grado de ocupación por plazas;2020M09;15,69
50 Zaragoza;Grado de ocupación por plazas;2020M08;31,25
50 Zaragoza;Grado de ocupación por plazas;2020M07;24,24
50 Zaragoza;Grado de ocupación por plazas;2020M06;12,26
50 Zaragoza;Grado de ocupación por plazas;2020M05;16,59
50 Zaragoza;Grado de ocupación por plazas;2020M04;.
50 Zaragoza;Grado de ocupación por plazas;2020M03;9,13
50 Zaragoza;Grado de ocupación por plazas;2020M02;13,38
50 Zaragoza;Grado de ocupación por plazas;2020M01;8,53
50 Zaragoza;Grado de ocupación por plazas;2019M12;21,02
50 Zaragoza;Grado de ocupación por plazas;2019M11;15,86
50 Zaragoza;Grado de ocupación por plazas;2019M10;16,57
50 Zaragoza;Grado de ocupación por plazas;2019M09;14,64
50 Zaragoza;Grado de ocupación por plazas;2019M08;30,01
50 Zaragoza;Grado de ocupación por plazas;2019M07;21,55
50 Zaragoza;Grado de ocupación por plazas;2019M06;19,64
50 Zaragoza;Grado de ocupación por plazas;2019M05;17,53
50 Zaragoza;Grado de ocupación por plazas;2019M04;19,94
50 Zaragoza;Grado de ocupación por plazas;2019M03;15,98
50 Zaragoza;Grado de ocupación por plazas;2019M02;10,73
50 Zaragoza;Grado de ocupación por plazas;2019M01;6,8
50 Zaragoza;Grado de ocupación por plazas;2018M12;18,07
50 Zaragoza;Grado de ocupación por plazas;2018M11;11,88
50 Zaragoza;Grado de ocupación por plazas;2018M10;13,9
50 Zaragoza;Grado de ocupación por plazas;2018M09;13,29
50 Zaragoza;Grado de ocupación por plazas;2018M08;26,76
50 Zaragoza;Grado de ocupación por plazas;2018M07;16,66
50 Zaragoza;Grado de ocupación por plazas;2018M06;15,87
50 Zaragoza;Grado de ocupación por plazas;2018M05;12,93
50 Zaragoza;Grado de ocupación por plazas;2018M04;17,67
50 Zaragoza;Grado de ocupación por plazas;2018M03;15,74
50 Zaragoza;Grado de ocupación por plazas;2018M02;7,48
50 Zaragoza;Grado de ocupación por plazas;2018M01;6,47
50 Zaragoza;Grado de ocupación por plazas;2017M12;16,41
50 Zaragoza;Grado de ocupación por plazas;2017M11;8,05
50 Zaragoza;Grado de ocupación por plazas;2017M10;13,04
50 Zaragoza;Grado de ocupación por plazas;2017M09;13,12
50 Zaragoza;Grado de ocupación por plazas;2017M08;22,21
50 Zaragoza;Grado de ocupación por plazas;2017M07;15,34
50 Zaragoza;Grado de ocupación por plazas;2017M06;14,11
50 Zaragoza;Grado de ocupación por plazas;2017M05;10,82
50 Zaragoza;Grado de ocupación por plazas;2017M04;21,2
50 Zaragoza;Grado de ocupación por plazas;2017M03;10,94
50 Zaragoza;Grado de ocupación por plazas;2017M02;4,71
50 Zaragoza;Grado de ocupación por plazas;2017M01;4,67
50 Zaragoza;Grado de ocupación por plazas;2016M12;12,14
50 Zaragoza;Grado de ocupación por plazas;2016M11;8,13
50 Zaragoza;Grado de ocupación por plazas;2016M10;12,48
50 Zaragoza;Grado de ocupación por plazas;2016M09;9,67
50 Zaragoza;Grado de ocupación por plazas;2016M08;22,41
50 Zaragoza;Grado de ocupación por plazas;2016M07;16,45
50 Zaragoza;Grado de ocupación por plazas;2016M06;11,07
50 Zaragoza;Grado de ocupación por plazas;2016M05;9,68
50 Zaragoza;Grado de ocupación por plazas;2016M04;11,39
50 Zaragoza;Grado de ocupación por plazas;2016M03;13,54
50 Zaragoza;Grado de ocupación por plazas;2016M02;5,85
50 Zaragoza;Grado de ocupación por plazas;2016M01;6,01
50 Zaragoza;Grado de ocupación por plazas;2015M12;15,02
50 Zaragoza;Grado de ocupación por plazas;2015M11;10,89
50 Zaragoza;Grado de ocupación por plazas;2015M10;13,56
50 Zaragoza;Grado de ocupación por plazas;2015M09;9,64
50 Zaragoza;Grado de ocupación por plazas;2015M08;22,12
50 Zaragoza;Grado de ocupación por plazas;2015M07;12,9
50 Zaragoza;Grado de ocupación por plazas;2015M06;9,76
50 Zaragoza;Grado de ocupación por plazas;2015M05;13,7
50 Zaragoza;Grado de ocupación por plazas;2015M04;15,62
50 Zaragoza;Grado de ocupación por plazas;2015M03;9,84
50 Zaragoza;Grado de ocupación por plazas;2015M02;5,29
50 Zaragoza;Grado de ocupación por plazas;2015M01;6,17
50 Zaragoza;Grado de ocupación por plazas;2014M12;14,48
50 Zaragoza;Grado de ocupación por plazas;2014M11;7,73
50 Zaragoza;Grado de ocupación por plazas;2014M10;9,31
50 Zaragoza;Grado de ocupación por plazas;2014M09;8,27
50 Zaragoza;Grado de ocupación por plazas;2014M08;18,1
50 Zaragoza;Grado de ocupación por plazas;2014M07;10,16
50 Zaragoza;Grado de ocupación por plazas;2014M06;8,17
50 Zaragoza;Grado de ocupación por plazas;2014M05;10,97
50 Zaragoza;Grado de ocupación por plazas;2014M04;13,9
50 Zaragoza;Grado de ocupación por plazas;2014M03;6,42
50 Zaragoza;Grado de ocupación por plazas;2014M02;3,4
50 Zaragoza;Grado de ocupación por plazas;2014M01;2,49
50 Zaragoza;Grado de ocupación por plazas;2013M12;13,43
50 Zaragoza;Grado de ocupación por plazas;2013M11;10,49
50 Zaragoza;Grado de ocupación por plazas;2013M10;9
50 Zaragoza;Grado de ocupación por plazas;2013M09;9,49
50 Zaragoza;Grado de ocupación por plazas;2013M08;18,08
50 Zaragoza;Grado de ocupación por plazas;2013M07;10,58
50 Zaragoza;Grado de ocupación por plazas;2013M06;10,52
50 Zaragoza;Grado de ocupación por plazas;2013M05;9,3
50 Zaragoza;Grado de ocupación por plazas;2013M04;8,27
50 Zaragoza;Grado de ocupación por plazas;2013M03;14,36
50 Zaragoza;Grado de ocupación por plazas;2013M02;4,93
50 Zaragoza;Grado de ocupación por plazas;2013M01;3,43
50 Zaragoza;Grado de ocupación por plazas;2012M12;14,03
50 Zaragoza;Grado de ocupación por plazas;2012M11;9,74
50 Zaragoza;Grado de ocupación por plazas;2012M10;12,57
50 Zaragoza;Grado de ocupación por plazas;2012M09;10,04
50 Zaragoza;Grado de ocupación por plazas;2012M08;17,29
50 Zaragoza;Grado de ocupación por plazas;2012M07;9,48
50 Zaragoza;Grado de ocupación por plazas;2012M06;11,81
50 Zaragoza;Grado de ocupación por plazas;2012M05;11,28
50 Zaragoza;Grado de ocupación por plazas;2012M04;17,92
50 Zaragoza;Grado de ocupación por plazas;2012M03;8,02
50 Zaragoza;Grado de ocupación por plazas;2012M02;4,89
50 Zaragoza;Grado de ocupación por plazas;2012M01;5,07
50 Zaragoza;Grado de ocupación por plazas;2011M12;14,04
50 Zaragoza;Grado de ocupación por plazas;2011M11;8,57
50 Zaragoza;Grado de ocupación por plazas;2011M10;13,8
50 Zaragoza;Grado de ocupación por plazas;2011M09;9,84
50 Zaragoza;Grado de ocupación por plazas;2011M08;21
50 Zaragoza;Grado de ocupación por plazas;2011M07;11,01
50 Zaragoza;Grado de ocupación por plazas;2011M06;12,34
50 Zaragoza;Grado de ocupación por plazas;2011M05;9,86
50 Zaragoza;Grado de ocupación por plazas;2011M04;15,76
50 Zaragoza;Grado de ocupación por plazas;2011M03;7,99
50 Zaragoza;Grado de ocupación por plazas;2011M02;8,59
50 Zaragoza;Grado de ocupación por plazas;2011M01;5,18
50 Zaragoza;Grado de ocupación por plazas;2010M12;16,08
50 Zaragoza;Grado de ocupación por plazas;2010M11;6,6
50 Zaragoza;Grado de ocupación por plazas;2010M10;16,31
50 Zaragoza;Grado de ocupación por plazas;2010M09;10,81
50 Zaragoza;Grado de ocupación por plazas;2010M08;21,01
50 Zaragoza;Grado de ocupación por plazas;2010M07;12,33
50 Zaragoza;Grado de ocupación por plazas;2010M06;7,98
50 Zaragoza;Grado de ocupación por plazas;2010M05;8,48
50 Zaragoza;Grado de ocupación por plazas;2010M04;14,84
50 Zaragoza;Grado de ocupación por plazas;2010M03;10,48
50 Zaragoza;Grado de ocupación por plazas;2010M02;6,93
50 Zaragoza;Grado de ocupación por plazas;2010M01;7,27
50 Zaragoza;Grado de ocupación por plazas;2009M12;11,6
50 Zaragoza;Grado de ocupación por plazas;2009M11;8,52
50 Zaragoza;Grado de ocupación por plazas;2009M10;15,57
50 Zaragoza;Grado de ocupación por plazas;2009M09;6,5
50 Zaragoza;Grado de ocupación por plazas;2009M08;23
50 Zaragoza;Grado de ocupación por plazas;2009M07;9,61
50 Zaragoza;Grado de ocupación por plazas;2009M06;7,69
50 Zaragoza;Grado de ocupación por plazas;2009M05;11,1
50 Zaragoza;Grado de ocupación por plazas;2009M04;17,52
50 Zaragoza;Grado de ocupación por plazas;2009M03;9,87
50 Zaragoza;Grado de ocupación por plazas;2009M02;6,7
50 Zaragoza;Grado de ocupación por plazas;2009M01;5,48
50 Zaragoza;Grado de ocupación por plazas;2008M12;13,43
50 Zaragoza;Grado de ocupación por plazas;2008M11;8,23
50 Zaragoza;Grado de ocupación por plazas;2008M10;11,82
50 Zaragoza;Grado de ocupación por plazas;2008M09;15,17
50 Zaragoza;Grado de ocupación por plazas;2008M08;48,08
50 Zaragoza;Grado de ocupación por plazas;2008M07;37,04
50 Zaragoza;Grado de ocupación por plazas;2008M06;22,44
50 Zaragoza;Grado de ocupación por plazas;2008M05;16,23
50 Zaragoza;Grado de ocupación por plazas;2008M04;15,47
50 Zaragoza;Grado de ocupación por plazas;2008M03;19,28
50 Zaragoza;Grado de ocupación por plazas;2008M02;13,36
50 Zaragoza;Grado de ocupación por plazas;2008M01;7,51
50 Zaragoza;Grado de ocupación por plazas;2007M12;19,41
50 Zaragoza;Grado de ocupación por plazas;2007M11;14,22
50 Zaragoza;Grado de ocupación por plazas;2007M10;15,46
50 Zaragoza;Grado de ocupación por plazas;2007M09;14,44
50 Zaragoza;Grado de ocupación por plazas;2007M08;28,29
50 Zaragoza;Grado de ocupación por plazas;2007M07;17,22
50 Zaragoza;Grado de ocupación por plazas;2007M06;10,44
50 Zaragoza;Grado de ocupación por plazas;2007M05;9,32
50 Zaragoza;Grado de ocupación por plazas;2007M04;21,89
50 Zaragoza;Grado de ocupación por plazas;2007M03;10,74
50 Zaragoza;Grado de ocupación por plazas;2007M02;7,92
50 Zaragoza;Grado de ocupación por plazas;2007M01;5,81
50 Zaragoza;Grado de ocupación por plazas;2006M12;20,05
50 Zaragoza;Grado de ocupación por plazas;2006M11;14,62
50 Zaragoza;Grado de ocupación por plazas;2006M10;18,38
50 Zaragoza;Grado de ocupación por plazas;2006M09;8,52
50 Zaragoza;Grado de ocupación por plazas;2006M08;23,77
50 Zaragoza;Grado de ocupación por plazas;2006M07;15,19
50 Zaragoza;Grado de ocupación por plazas;2006M06;11,11
50 Zaragoza;Grado de ocupación por plazas;2006M05;10,11
50 Zaragoza;Grado de ocupación por plazas;2006M04;24,21
50 Zaragoza;Grado de ocupación por plazas;2006M03;9,35
50 Zaragoza;Grado de ocupación por plazas;2006M02;5,75
50 Zaragoza;Grado de ocupación por plazas;2006M01;7,48
50 Zaragoza;Grado de ocupación por plazas;2005M12;16,27
50 Zaragoza;Grado de ocupación por plazas;2005M11;8,56
50 Zaragoza;Grado de ocupación por plazas;2005M10;13,57
50 Zaragoza;Grado de ocupación por plazas;2005M09;12,31
50 Zaragoza;Grado de ocupación por plazas;2005M08;30,02
50 Zaragoza;Grado de ocupación por plazas;2005M07;14,31
50 Zaragoza;Grado de ocupación por plazas;2005M06;12,9
50 Zaragoza;Grado de ocupación por plazas;2005M05;8,24
50 Zaragoza;Grado de ocupación por plazas;2005M04;12,06
50 Zaragoza;Grado de ocupación por plazas;2005M03;19,27
50 Zaragoza;Grado de ocupación por plazas;2005M02;9,66
50 Zaragoza;Grado de ocupación por plazas;2005M01;6,49
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2026M06;32,64
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2026M05;31,94
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2026M04;47,8
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2026M03;30,72
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2026M02;18,46
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2026M01;12,71
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M12;29,74
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M11;40,02
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M10;47,42
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M09;42,85
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M08;37,76
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M07;44,24
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M06;39,87
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M05;40,14
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M04;44,35
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M03;28,64
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M02;26,08
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2025M01;22,31
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M12;24,31
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M11;31,44
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M10;40,66
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M09;40,66
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M08;41,82
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M07;39,22
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M06;40,33
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M05;41,29
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M04;39,68
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M03;36,71
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M02;29,06
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2024M01;21,69
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M12;40,3
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M11;36,01
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M10;45,41
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M09;36,37
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M08;42,56
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M07;36,56
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M06;32,54
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M05;38,68
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M04;45,86
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M03;35,46
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M02;29,49
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2023M01;17,23
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2022M12;41,07
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2022M11;32,97
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2022M10;38,77
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2022M09;36,44
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2022M08;38,15
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2022M07;35,51
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2022M06;43,48
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2022M05;37,64
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2022M04;37,69
50 Zaragoza;Grado de ocupación por plazas en fin de semana;2022M03;30,77
