Provincias con mayor número de pernoctaciones;Viajeros y pernoctaciones;Residencia;Periodo;Total
30 Murcia;Viajero;Residentes en el Extranjero;2014M08;360
30 Murcia;Viajero;Residentes en el Extranjero;2014M07;295
30 Murcia;Viajero;Residentes en el Extranjero;2014M06;216
30 Murcia;Viajero;Residentes en el Extranjero;2014M05;341
30 Murcia;Viajero;Residentes en el Extranjero;2014M04;310
30 Murcia;Viajero;Residentes en el Extranjero;2014M03;126
30 Murcia;Viajero;Residentes en el Extranjero;2014M02;79
30 Murcia;Viajero;Residentes en el Extranjero;2014M01;60
30 Murcia;Viajero;Residentes en el Extranjero;2013M12;65
30 Murcia;Viajero;Residentes en el Extranjero;2013M11;76
30 Murcia;Viajero;Residentes en el Extranjero;2013M10;197
30 Murcia;Viajero;Residentes en el Extranjero;2013M09;176
30 Murcia;Viajero;Residentes en el Extranjero;2013M08;261
30 Murcia;Viajero;Residentes en el Extranjero;2013M07;123
30 Murcia;Viajero;Residentes en el Extranjero;2013M06;223
30 Murcia;Viajero;Residentes en el Extranjero;2013M05;170
30 Murcia;Viajero;Residentes en el Extranjero;2013M04;167
30 Murcia;Viajero;Residentes en el Extranjero;2013M03;140
30 Murcia;Viajero;Residentes en el Extranjero;2013M02;52
30 Murcia;Viajero;Residentes en el Extranjero;2013M01;76
30 Murcia;Viajero;Residentes en el Extranjero;2012M12;44
30 Murcia;Viajero;Residentes en el Extranjero;2012M11;103
30 Murcia;Viajero;Residentes en el Extranjero;2012M10;84
30 Murcia;Viajero;Residentes en el Extranjero;2012M09;141
30 Murcia;Viajero;Residentes en el Extranjero;2012M08;183
30 Murcia;Viajero;Residentes en el Extranjero;2012M07;93
30 Murcia;Viajero;Residentes en el Extranjero;2012M06;64
30 Murcia;Viajero;Residentes en el Extranjero;2012M05;35
30 Murcia;Viajero;Residentes en el Extranjero;2012M04;167
30 Murcia;Viajero;Residentes en el Extranjero;2012M03;53
30 Murcia;Viajero;Residentes en el Extranjero;2012M02;25
30 Murcia;Viajero;Residentes en el Extranjero;2012M01;9
30 Murcia;Viajero;Residentes en el Extranjero;2011M12;22
30 Murcia;Viajero;Residentes en el Extranjero;2011M11;43
30 Murcia;Viajero;Residentes en el Extranjero;2011M10;80
30 Murcia;Viajero;Residentes en el Extranjero;2011M09;99
30 Murcia;Viajero;Residentes en el Extranjero;2011M08;392
30 Murcia;Viajero;Residentes en el Extranjero;2011M07;49
30 Murcia;Viajero;Residentes en el Extranjero;2011M06;107
30 Murcia;Viajero;Residentes en el Extranjero;2011M05;75
30 Murcia;Viajero;Residentes en el Extranjero;2011M04;34
30 Murcia;Viajero;Residentes en el Extranjero;2011M03;66
30 Murcia;Viajero;Residentes en el Extranjero;2011M02;20
30 Murcia;Viajero;Residentes en el Extranjero;2011M01;13
30 Murcia;Viajero;Residentes en el Extranjero;2010M12;40
30 Murcia;Viajero;Residentes en el Extranjero;2010M11;43
30 Murcia;Viajero;Residentes en el Extranjero;2010M10;124
30 Murcia;Viajero;Residentes en el Extranjero;2010M09;119
30 Murcia;Viajero;Residentes en el Extranjero;2010M08;331
30 Murcia;Viajero;Residentes en el Extranjero;2010M07;139
30 Murcia;Viajero;Residentes en el Extranjero;2010M06;60
30 Murcia;Viajero;Residentes en el Extranjero;2010M05;80
30 Murcia;Viajero;Residentes en el Extranjero;2010M04;52
30 Murcia;Viajero;Residentes en el Extranjero;2010M03;89
30 Murcia;Viajero;Residentes en el Extranjero;2010M02;56
30 Murcia;Viajero;Residentes en el Extranjero;2010M01;31
30 Murcia;Viajero;Residentes en el Extranjero;2009M12;31
30 Murcia;Viajero;Residentes en el Extranjero;2009M11;50
30 Murcia;Viajero;Residentes en el Extranjero;2009M10;69
30 Murcia;Viajero;Residentes en el Extranjero;2009M09;91
30 Murcia;Viajero;Residentes en el Extranjero;2009M08;104
30 Murcia;Viajero;Residentes en el Extranjero;2009M07;230
30 Murcia;Viajero;Residentes en el Extranjero;2009M06;34
30 Murcia;Viajero;Residentes en el Extranjero;2009M05;18
30 Murcia;Viajero;Residentes en el Extranjero;2009M04;66
30 Murcia;Viajero;Residentes en el Extranjero;2009M03;40
30 Murcia;Viajero;Residentes en el Extranjero;2009M02;0
30 Murcia;Viajero;Residentes en el Extranjero;2009M01;18
30 Murcia;Viajero;Residentes en el Extranjero;2008M12;22
30 Murcia;Viajero;Residentes en el Extranjero;2008M11;52
30 Murcia;Viajero;Residentes en el Extranjero;2008M10;18
30 Murcia;Viajero;Residentes en el Extranjero;2008M09;148
30 Murcia;Viajero;Residentes en el Extranjero;2008M08;169
30 Murcia;Viajero;Residentes en el Extranjero;2008M07;490
30 Murcia;Viajero;Residentes en el Extranjero;2008M06;64
30 Murcia;Viajero;Residentes en el Extranjero;2008M05;102
30 Murcia;Viajero;Residentes en el Extranjero;2008M04;68
30 Murcia;Viajero;Residentes en el Extranjero;2008M03;13
30 Murcia;Viajero;Residentes en el Extranjero;2008M02;41
30 Murcia;Viajero;Residentes en el Extranjero;2008M01;91
30 Murcia;Viajero;Residentes en el Extranjero;2007M12;4
30 Murcia;Viajero;Residentes en el Extranjero;2007M11;21
30 Murcia;Viajero;Residentes en el Extranjero;2007M10;0
30 Murcia;Viajero;Residentes en el Extranjero;2007M09;134
30 Murcia;Viajero;Residentes en el Extranjero;2007M08;65
30 Murcia;Viajero;Residentes en el Extranjero;2007M07;337
30 Murcia;Viajero;Residentes en el Extranjero;2007M06;9
30 Murcia;Viajero;Residentes en el Extranjero;2007M05;120
30 Murcia;Viajero;Residentes en el Extranjero;2007M04;78
30 Murcia;Viajero;Residentes en el Extranjero;2007M03;84
30 Murcia;Viajero;Residentes en el Extranjero;2007M02;21
30 Murcia;Viajero;Residentes en el Extranjero;2007M01;202
30 Murcia;Viajero;Residentes en el Extranjero;2006M12;45
30 Murcia;Viajero;Residentes en el Extranjero;2006M11;88
30 Murcia;Viajero;Residentes en el Extranjero;2006M10;113
30 Murcia;Viajero;Residentes en el Extranjero;2006M09;77
30 Murcia;Viajero;Residentes en el Extranjero;2006M08;260
30 Murcia;Viajero;Residentes en el Extranjero;2006M07;91
30 Murcia;Viajero;Residentes en el Extranjero;2006M06;0
30 Murcia;Viajero;Residentes en el Extranjero;2006M05;23
30 Murcia;Viajero;Residentes en el Extranjero;2006M04;0
30 Murcia;Viajero;Residentes en el Extranjero;2006M03;80
30 Murcia;Viajero;Residentes en el Extranjero;2006M02;416
30 Murcia;Viajero;Residentes en el Extranjero;2006M01;46
30 Murcia;Viajero;Residentes en el Extranjero;2005M12;62
30 Murcia;Viajero;Residentes en el Extranjero;2005M11;0
30 Murcia;Viajero;Residentes en el Extranjero;2005M10;0
30 Murcia;Viajero;Residentes en el Extranjero;2005M09;92
30 Murcia;Viajero;Residentes en el Extranjero;2005M08;239
30 Murcia;Viajero;Residentes en el Extranjero;2005M07;368
30 Murcia;Viajero;Residentes en el Extranjero;2005M06;26
30 Murcia;Viajero;Residentes en el Extranjero;2005M05;0
30 Murcia;Viajero;Residentes en el Extranjero;2005M04;78
30 Murcia;Viajero;Residentes en el Extranjero;2005M03;160
30 Murcia;Viajero;Residentes en el Extranjero;2005M02;24
30 Murcia;Viajero;Residentes en el Extranjero;2005M01;0
30 Murcia;Pernoctaciones;Residentes en España;2026M06;6.850
30 Murcia;Pernoctaciones;Residentes en España;2026M05;5.761
30 Murcia;Pernoctaciones;Residentes en España;2026M04;7.378
30 Murcia;Pernoctaciones;Residentes en España;2026M03;5.856
30 Murcia;Pernoctaciones;Residentes en España;2026M02;6.330
30 Murcia;Pernoctaciones;Residentes en España;2026M01;7.853
30 Murcia;Pernoctaciones;Residentes en España;2025M12;11.016
30 Murcia;Pernoctaciones;Residentes en España;2025M11;8.273
30 Murcia;Pernoctaciones;Residentes en España;2025M10;7.242
30 Murcia;Pernoctaciones;Residentes en España;2025M09;6.624
30 Murcia;Pernoctaciones;Residentes en España;2025M08;28.779
30 Murcia;Pernoctaciones;Residentes en España;2025M07;17.233
30 Murcia;Pernoctaciones;Residentes en España;2025M06;10.625
30 Murcia;Pernoctaciones;Residentes en España;2025M05;7.465
30 Murcia;Pernoctaciones;Residentes en España;2025M04;8.030
30 Murcia;Pernoctaciones;Residentes en España;2025M03;5.802
30 Murcia;Pernoctaciones;Residentes en España;2025M02;7.222
30 Murcia;Pernoctaciones;Residentes en España;2025M01;5.371
30 Murcia;Pernoctaciones;Residentes en España;2024M12;11.072
30 Murcia;Pernoctaciones;Residentes en España;2024M11;8.136
30 Murcia;Pernoctaciones;Residentes en España;2024M10;6.129
30 Murcia;Pernoctaciones;Residentes en España;2024M09;7.764
30 Murcia;Pernoctaciones;Residentes en España;2024M08;24.275
30 Murcia;Pernoctaciones;Residentes en España;2024M07;15.360
30 Murcia;Pernoctaciones;Residentes en España;2024M06;7.731
30 Murcia;Pernoctaciones;Residentes en España;2024M05;5.289
30 Murcia;Pernoctaciones;Residentes en España;2024M04;5.172
30 Murcia;Pernoctaciones;Residentes en España;2024M03;8.463
30 Murcia;Pernoctaciones;Residentes en España;2024M02;5.672
30 Murcia;Pernoctaciones;Residentes en España;2024M01;4.394
30 Murcia;Pernoctaciones;Residentes en España;2023M12;11.013
30 Murcia;Pernoctaciones;Residentes en España;2023M11;4.597
30 Murcia;Pernoctaciones;Residentes en España;2023M10;4.525
30 Murcia;Pernoctaciones;Residentes en España;2023M09;6.099
30 Murcia;Pernoctaciones;Residentes en España;2023M08;21.554
30 Murcia;Pernoctaciones;Residentes en España;2023M07;12.780
30 Murcia;Pernoctaciones;Residentes en España;2023M06;5.994
30 Murcia;Pernoctaciones;Residentes en España;2023M05;3.113
30 Murcia;Pernoctaciones;Residentes en España;2023M04;6.051
30 Murcia;Pernoctaciones;Residentes en España;2023M03;3.385
30 Murcia;Pernoctaciones;Residentes en España;2023M02;3.798
30 Murcia;Pernoctaciones;Residentes en España;2023M01;3.437
30 Murcia;Pernoctaciones;Residentes en España;2022M12;8.759
30 Murcia;Pernoctaciones;Residentes en España;2022M11;5.168
30 Murcia;Pernoctaciones;Residentes en España;2022M10;3.696
30 Murcia;Pernoctaciones;Residentes en España;2022M09;4.672
30 Murcia;Pernoctaciones;Residentes en España;2022M08;15.575
30 Murcia;Pernoctaciones;Residentes en España;2022M07;14.389
30 Murcia;Pernoctaciones;Residentes en España;2022M06;8.897
30 Murcia;Pernoctaciones;Residentes en España;2022M05;6.098
30 Murcia;Pernoctaciones;Residentes en España;2022M04;9.045
30 Murcia;Pernoctaciones;Residentes en España;2022M03;5.394
30 Murcia;Pernoctaciones;Residentes en España;2022M02;5.214
30 Murcia;Pernoctaciones;Residentes en España;2022M01;4.574
30 Murcia;Pernoctaciones;Residentes en España;2021M12;9.300
30 Murcia;Pernoctaciones;Residentes en España;2021M11;5.315
30 Murcia;Pernoctaciones;Residentes en España;2021M10;9.226
30 Murcia;Pernoctaciones;Residentes en España;2021M09;9.990
30 Murcia;Pernoctaciones;Residentes en España;2021M08;23.201
30 Murcia;Pernoctaciones;Residentes en España;2021M07;16.646
30 Murcia;Pernoctaciones;Residentes en España;2021M06;9.354
30 Murcia;Pernoctaciones;Residentes en España;2021M05;5.574
30 Murcia;Pernoctaciones;Residentes en España;2021M04;5.238
30 Murcia;Pernoctaciones;Residentes en España;2021M03;3.447
30 Murcia;Pernoctaciones;Residentes en España;2021M02;547
30 Murcia;Pernoctaciones;Residentes en España;2021M01;482
30 Murcia;Pernoctaciones;Residentes en España;2020M12;2.741
30 Murcia;Pernoctaciones;Residentes en España;2020M11;.
30 Murcia;Pernoctaciones;Residentes en España;2020M10;4.020
30 Murcia;Pernoctaciones;Residentes en España;2020M09;6.157
30 Murcia;Pernoctaciones;Residentes en España;2020M08;24.922
30 Murcia;Pernoctaciones;Residentes en España;2020M07;19.646
30 Murcia;Pernoctaciones;Residentes en España;2020M06;6.589
30 Murcia;Pernoctaciones;Residentes en España;2020M05;.
30 Murcia;Pernoctaciones;Residentes en España;2020M04;.
30 Murcia;Pernoctaciones;Residentes en España;2020M03;1.346
30 Murcia;Pernoctaciones;Residentes en España;2020M02;7.757
30 Murcia;Pernoctaciones;Residentes en España;2020M01;5.518
30 Murcia;Pernoctaciones;Residentes en España;2019M12;13.560
30 Murcia;Pernoctaciones;Residentes en España;2019M11;8.459
30 Murcia;Pernoctaciones;Residentes en España;2019M10;6.625
30 Murcia;Pernoctaciones;Residentes en España;2019M09;7.046
30 Murcia;Pernoctaciones;Residentes en España;2019M08;19.125
30 Murcia;Pernoctaciones;Residentes en España;2019M07;13.263
30 Murcia;Pernoctaciones;Residentes en España;2019M06;10.310
30 Murcia;Pernoctaciones;Residentes en España;2019M05;4.560
30 Murcia;Pernoctaciones;Residentes en España;2019M04;8.566
30 Murcia;Pernoctaciones;Residentes en España;2019M03;6.539
30 Murcia;Pernoctaciones;Residentes en España;2019M02;6.231
30 Murcia;Pernoctaciones;Residentes en España;2019M01;5.757
30 Murcia;Pernoctaciones;Residentes en España;2018M12;11.294
30 Murcia;Pernoctaciones;Residentes en España;2018M11;8.104
30 Murcia;Pernoctaciones;Residentes en España;2018M10;7.103
30 Murcia;Pernoctaciones;Residentes en España;2018M09;7.502
30 Murcia;Pernoctaciones;Residentes en España;2018M08;22.346
30 Murcia;Pernoctaciones;Residentes en España;2018M07;13.717
30 Murcia;Pernoctaciones;Residentes en España;2018M06;8.586
30 Murcia;Pernoctaciones;Residentes en España;2018M05;4.847
30 Murcia;Pernoctaciones;Residentes en España;2018M04;5.828
30 Murcia;Pernoctaciones;Residentes en España;2018M03;8.449
30 Murcia;Pernoctaciones;Residentes en España;2018M02;5.176
30 Murcia;Pernoctaciones;Residentes en España;2018M01;4.040
30 Murcia;Pernoctaciones;Residentes en España;2017M12;13.950
30 Murcia;Pernoctaciones;Residentes en España;2017M11;6.633
30 Murcia;Pernoctaciones;Residentes en España;2017M10;7.438
30 Murcia;Pernoctaciones;Residentes en España;2017M09;8.675
30 Murcia;Pernoctaciones;Residentes en España;2017M08;21.945
30 Murcia;Pernoctaciones;Residentes en España;2017M07;13.294
30 Murcia;Pernoctaciones;Residentes en España;2017M06;9.058
30 Murcia;Pernoctaciones;Residentes en España;2017M05;5.169
30 Murcia;Pernoctaciones;Residentes en España;2017M04;11.738
30 Murcia;Pernoctaciones;Residentes en España;2017M03;6.762
30 Murcia;Pernoctaciones;Residentes en España;2017M02;6.412
30 Murcia;Pernoctaciones;Residentes en España;2017M01;4.910
30 Murcia;Pernoctaciones;Residentes en España;2016M12;8.878
30 Murcia;Pernoctaciones;Residentes en España;2016M11;4.900
30 Murcia;Pernoctaciones;Residentes en España;2016M10;5.608
30 Murcia;Pernoctaciones;Residentes en España;2016M09;6.169
30 Murcia;Pernoctaciones;Residentes en España;2016M08;19.962
30 Murcia;Pernoctaciones;Residentes en España;2016M07;13.797
30 Murcia;Pernoctaciones;Residentes en España;2016M06;6.368
30 Murcia;Pernoctaciones;Residentes en España;2016M05;4.417
30 Murcia;Pernoctaciones;Residentes en España;2016M04;3.827
30 Murcia;Pernoctaciones;Residentes en España;2016M03;7.973
30 Murcia;Pernoctaciones;Residentes en España;2016M02;3.923
30 Murcia;Pernoctaciones;Residentes en España;2016M01;4.852
30 Murcia;Pernoctaciones;Residentes en España;2015M12;8.787
30 Murcia;Pernoctaciones;Residentes en España;2015M11;4.684
30 Murcia;Pernoctaciones;Residentes en España;2015M10;6.545
30 Murcia;Pernoctaciones;Residentes en España;2015M09;5.416
30 Murcia;Pernoctaciones;Residentes en España;2015M08;19.021
30 Murcia;Pernoctaciones;Residentes en España;2015M07;9.493
30 Murcia;Pernoctaciones;Residentes en España;2015M06;4.657
30 Murcia;Pernoctaciones;Residentes en España;2015M05;4.057
30 Murcia;Pernoctaciones;Residentes en España;2015M04;6.244
30 Murcia;Pernoctaciones;Residentes en España;2015M03;3.946
30 Murcia;Pernoctaciones;Residentes en España;2015M02;3.776
30 Murcia;Pernoctaciones;Residentes en España;2015M01;4.567
30 Murcia;Pernoctaciones;Residentes en España;2014M12;7.203
30 Murcia;Pernoctaciones;Residentes en España;2014M11;3.871
30 Murcia;Pernoctaciones;Residentes en España;2014M10;3.986
30 Murcia;Pernoctaciones;Residentes en España;2014M09;3.752
30 Murcia;Pernoctaciones;Residentes en España;2014M08;14.244
30 Murcia;Pernoctaciones;Residentes en España;2014M07;6.917
30 Murcia;Pernoctaciones;Residentes en España;2014M06;3.386
30 Murcia;Pernoctaciones;Residentes en España;2014M05;2.626
30 Murcia;Pernoctaciones;Residentes en España;2014M04;4.879
30 Murcia;Pernoctaciones;Residentes en España;2014M03;2.822
30 Murcia;Pernoctaciones;Residentes en España;2014M02;3.260
30 Murcia;Pernoctaciones;Residentes en España;2014M01;2.194
30 Murcia;Pernoctaciones;Residentes en España;2013M12;7.139
30 Murcia;Pernoctaciones;Residentes en España;2013M11;4.664
30 Murcia;Pernoctaciones;Residentes en España;2013M10;2.852
30 Murcia;Pernoctaciones;Residentes en España;2013M09;3.182
30 Murcia;Pernoctaciones;Residentes en España;2013M08;13.202
30 Murcia;Pernoctaciones;Residentes en España;2013M07;5.036
30 Murcia;Pernoctaciones;Residentes en España;2013M06;3.543
30 Murcia;Pernoctaciones;Residentes en España;2013M05;2.378
30 Murcia;Pernoctaciones;Residentes en España;2013M04;2.451
30 Murcia;Pernoctaciones;Residentes en España;2013M03;6.916
30 Murcia;Pernoctaciones;Residentes en España;2013M02;2.631
30 Murcia;Pernoctaciones;Residentes en España;2013M01;2.654
30 Murcia;Pernoctaciones;Residentes en España;2012M12;13.658
30 Murcia;Pernoctaciones;Residentes en España;2012M11;6.901
30 Murcia;Pernoctaciones;Residentes en España;2012M10;5.924
30 Murcia;Pernoctaciones;Residentes en España;2012M09;5.433
30 Murcia;Pernoctaciones;Residentes en España;2012M08;24.764
30 Murcia;Pernoctaciones;Residentes en España;2012M07;10.132
30 Murcia;Pernoctaciones;Residentes en España;2012M06;5.133
30 Murcia;Pernoctaciones;Residentes en España;2012M05;3.185
30 Murcia;Pernoctaciones;Residentes en España;2012M04;8.645
30 Murcia;Pernoctaciones;Residentes en España;2012M03;5.707
30 Murcia;Pernoctaciones;Residentes en España;2012M02;4.195
30 Murcia;Pernoctaciones;Residentes en España;2012M01;7.464
30 Murcia;Pernoctaciones;Residentes en España;2011M12;6.976
30 Murcia;Pernoctaciones;Residentes en España;2011M11;3.376
30 Murcia;Pernoctaciones;Residentes en España;2011M10;5.396
30 Murcia;Pernoctaciones;Residentes en España;2011M09;2.751
30 Murcia;Pernoctaciones;Residentes en España;2011M08;15.839
30 Murcia;Pernoctaciones;Residentes en España;2011M07;11.399
30 Murcia;Pernoctaciones;Residentes en España;2011M06;3.084
30 Murcia;Pernoctaciones;Residentes en España;2011M05;2.887
30 Murcia;Pernoctaciones;Residentes en España;2011M04;9.514
30 Murcia;Pernoctaciones;Residentes en España;2011M03;2.000
30 Murcia;Pernoctaciones;Residentes en España;2011M02;5.318
30 Murcia;Pernoctaciones;Residentes en España;2011M01;2.079
30 Murcia;Pernoctaciones;Residentes en España;2010M12;10.910
30 Murcia;Pernoctaciones;Residentes en España;2010M11;4.749
30 Murcia;Pernoctaciones;Residentes en España;2010M10;7.631
30 Murcia;Pernoctaciones;Residentes en España;2010M09;4.263
30 Murcia;Pernoctaciones;Residentes en España;2010M08;18.445
30 Murcia;Pernoctaciones;Residentes en España;2010M07;10.915
30 Murcia;Pernoctaciones;Residentes en España;2010M06;4.084
30 Murcia;Pernoctaciones;Residentes en España;2010M05;3.105
30 Murcia;Pernoctaciones;Residentes en España;2010M04;5.211
